2020-05-24 23:31:47,641 Model(
  (ad_id_embedding): Embedding(579847, 256)
  (product_id_embedding): Embedding(11108, 256)
  (product_category_embedding): Embedding(20, 8, padding_idx=0)
  (advertiser_id_embedding): Embedding(24366, 256)
  (industry_embedding): Embedding(302, 32, padding_idx=0)
  (gru): GRU(808, 128, num_layers=2, batch_first=True, dropout=0.5, bidirectional=True)
  (fc): Sequential(
    (0): Linear(in_features=256, out_features=128, bias=True)
    (1): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.01, inplace)
    (3): Linear(in_features=128, out_features=10, bias=True)
  )
)
2020-05-24 23:31:56,902 start loading data ...
2020-05-24 23:33:39,086 load data success, Time usage: 0:01:42
2020-05-24 23:33:39,174 Epoch [1/5]
2020-05-24 23:33:57,060 Iter:      0,  Train Loss:  2.44,  Train Acc:  8.59%,  Val Loss:   2.3,  Val Acc: 14.50%,  Val Auc:    0.0,  Time: 0:00:18 *
2020-05-24 23:41:20,761 Iter:   2200,  Train Loss:  1.78,  Train Acc: 30.47%,  Val Loss:  1.78,  Val Acc: 28.89%,  Val Auc:    0.0,  Time: 0:07:42 
2020-05-24 23:41:38,280 Iter:   2300,  Train Loss:   1.8,  Train Acc: 29.69%,  Val Loss:  1.77,  Val Acc: 29.39%,  Val Auc:    0.0,  Time: 0:07:59 
2020-05-24 23:41:55,625 Iter:   2400,  Train Loss:  1.69,  Train Acc: 33.59%,  Val Loss:  1.78,  Val Acc: 29.16%,  Val Auc:    0.0,  Time: 0:08:17 
2020-05-24 23:42:16,975 Iter:   2500,  Train Loss:  1.69,  Train Acc: 35.16%,  Val Loss:  1.76,  Val Acc: 29.55%,  Val Auc:    0.0,  Time: 0:08:38 *
2020-05-24 23:42:34,560 Iter:   2600,  Train Loss:   1.7,  Train Acc: 29.69%,  Val Loss:  1.76,  Val Acc: 29.60%,  Val Auc:    0.0,  Time: 0:08:55 
2020-05-24 23:42:52,821 Iter:   2700,  Train Loss:  1.76,  Train Acc: 22.66%,  Val Loss:  1.77,  Val Acc: 29.21%,  Val Auc:    0.0,  Time: 0:09:14 
2020-05-24 23:43:11,467 Iter:   2800,  Train Loss:  1.78,  Train Acc: 30.47%,  Val Loss:  1.76,  Val Acc: 29.47%,  Val Auc:    0.0,  Time: 0:09:32 
2020-05-24 23:43:29,741 Iter:   2900,  Train Loss:  1.71,  Train Acc: 28.91%,  Val Loss:  1.77,  Val Acc: 29.39%,  Val Auc:    0.0,  Time: 0:09:51 
2020-05-24 23:43:52,265 Iter:   3000,  Train Loss:  1.74,  Train Acc: 27.34%,  Val Loss:  1.75,  Val Acc: 30.21%,  Val Auc:    0.0,  Time: 0:10:13 *
2020-05-24 23:44:10,193 Iter:   3100,  Train Loss:  1.78,  Train Acc: 25.00%,  Val Loss:  1.75,  Val Acc: 29.77%,  Val Auc:    0.0,  Time: 0:10:31 
2020-05-24 23:44:28,336 Iter:   3200,  Train Loss:  1.73,  Train Acc: 31.25%,  Val Loss:  1.75,  Val Acc: 29.63%,  Val Auc:    0.0,  Time: 0:10:49 
2020-05-24 23:44:45,764 Iter:   3300,  Train Loss:  1.75,  Train Acc: 34.38%,  Val Loss:  1.75,  Val Acc: 29.69%,  Val Auc:    0.0,  Time: 0:11:07 
2020-05-24 23:45:03,225 Iter:   3400,  Train Loss:  1.76,  Train Acc: 29.69%,  Val Loss:  1.77,  Val Acc: 29.21%,  Val Auc:    0.0,  Time: 0:11:24 
2020-05-24 23:45:21,072 Iter:   3500,  Train Loss:  1.67,  Train Acc: 34.38%,  Val Loss:  1.75,  Val Acc: 29.87%,  Val Auc:    0.0,  Time: 0:11:42 
2020-05-24 23:45:41,744 Iter:   3600,  Train Loss:  1.78,  Train Acc: 34.38%,  Val Loss:  1.74,  Val Acc: 30.15%,  Val Auc:    0.0,  Time: 0:12:03 *
2020-05-24 23:46:00,676 Iter:   3700,  Train Loss:  1.73,  Train Acc: 29.69%,  Val Loss:   1.8,  Val Acc: 28.36%,  Val Auc:    0.0,  Time: 0:12:22 
2020-05-24 23:46:23,233 Iter:   3800,  Train Loss:  1.82,  Train Acc: 24.22%,  Val Loss:  1.73,  Val Acc: 30.52%,  Val Auc:    0.0,  Time: 0:12:44 *
2020-05-24 23:46:41,244 Iter:   3900,  Train Loss:  1.75,  Train Acc: 25.78%,  Val Loss:  1.74,  Val Acc: 30.07%,  Val Auc:    0.0,  Time: 0:13:02 
2020-05-24 23:46:59,679 Iter:   4000,  Train Loss:  1.69,  Train Acc: 29.69%,  Val Loss:  1.75,  Val Acc: 29.85%,  Val Auc:    0.0,  Time: 0:13:21 
2020-05-24 23:47:21,647 Iter:   4100,  Train Loss:  1.69,  Train Acc: 32.81%,  Val Loss:  1.72,  Val Acc: 30.88%,  Val Auc:    0.0,  Time: 0:13:43 *
2020-05-24 23:47:39,222 Iter:   4200,  Train Loss:  1.69,  Train Acc: 33.59%,  Val Loss:  1.74,  Val Acc: 30.14%,  Val Auc:    0.0,  Time: 0:14:00 
2020-05-24 23:47:56,344 Iter:   4300,  Train Loss:  1.73,  Train Acc: 25.00%,  Val Loss:   1.8,  Val Acc: 28.11%,  Val Auc:    0.0,  Time: 0:14:17 
