2020-05-25 02:46:04,957 Model(
  (ad_id_embedding): Embedding(579847, 256, padding_idx=0)
  (product_id_embedding): Embedding(11108, 256, padding_idx=0)
  (advertiser_id_embedding): Embedding(24366, 256, padding_idx=0)
  (industry_embedding): Embedding(302, 32, padding_idx=0)
  (position_encoding): PositionalEncoding(
    (dropout): Dropout(p=0.1)
  )
  (encoder): Encoder(
    (attention): MultiHeadAttention(
      (fc_Q): Linear(in_features=800, out_features=800, bias=True)
      (fc_K): Linear(in_features=800, out_features=800, bias=True)
      (fc_V): Linear(in_features=800, out_features=800, bias=True)
      (fc): Linear(in_features=800, out_features=800, bias=True)
      (dropout): Dropout(p=0.1)
      (layer_norm): LayerNorm(torch.Size([800]), eps=1e-05, elementwise_affine=True)
    )
    (feed_forward): PositionWiseFeedForward(
      (fc): Sequential(
        (0): Linear(in_features=800, out_features=512, bias=True)
        (1): LeakyReLU(negative_slope=0.01, inplace)
        (2): Linear(in_features=512, out_features=800, bias=True)
        (3): Dropout(p=0.2)
      )
      (layer_norm): LayerNorm(torch.Size([800]), eps=1e-05, elementwise_affine=True)
    )
  )
  (fc): Sequential(
    (0): Linear(in_features=800, out_features=128, bias=True)
    (1): LeakyReLU(negative_slope=0.01, inplace)
    (2): Linear(in_features=128, out_features=10, bias=True)
  )
)
2020-05-25 02:46:05,374 start loading data ...
2020-05-25 02:47:44,092 load data success, Time usage: 0:01:39
2020-05-25 02:47:44,096 Epoch [1/5]
2020-05-25 02:48:02,392 Iter:      0,  Train Loss:  2.37,  Train Acc: 12.50%,  Val Loss:  4.28,  Val Acc: 22.60%,  Val Auc:    0.0,  Time: 0:00:18 *
2020-05-25 02:52:27,367 Iter:   1100,  Train Loss:  1.62,  Train Acc: 33.59%,  Val Loss:  1.65,  Val Acc: 33.49%,  Val Auc:    0.0,  Time: 0:04:43 
2020-05-25 02:52:47,530 Iter:   1200,  Train Loss:  1.72,  Train Acc: 27.34%,  Val Loss:  1.64,  Val Acc: 33.70%,  Val Auc:    0.0,  Time: 0:05:03 
2020-05-25 02:53:11,366 Iter:   1300,  Train Loss:  1.47,  Train Acc: 37.50%,  Val Loss:  1.61,  Val Acc: 34.75%,  Val Auc:    0.0,  Time: 0:05:27 *
2020-05-25 02:53:34,363 Iter:   1400,  Train Loss:  1.59,  Train Acc: 35.16%,  Val Loss:  1.58,  Val Acc: 35.26%,  Val Auc:    0.0,  Time: 0:05:50 *
2020-05-25 02:53:57,388 Iter:   1500,  Train Loss:  1.59,  Train Acc: 32.03%,  Val Loss:  1.57,  Val Acc: 36.15%,  Val Auc:    0.0,  Time: 0:06:13 *
2020-05-25 02:54:17,282 Iter:   1600,  Train Loss:  1.72,  Train Acc: 30.47%,  Val Loss:  1.58,  Val Acc: 35.88%,  Val Auc:    0.0,  Time: 0:06:33 
2020-05-25 02:54:40,730 Iter:   1700,  Train Loss:  1.57,  Train Acc: 37.50%,  Val Loss:  1.56,  Val Acc: 36.15%,  Val Auc:    0.0,  Time: 0:06:57 *
2020-05-25 02:55:04,035 Iter:   1800,  Train Loss:  1.47,  Train Acc: 40.62%,  Val Loss:  1.55,  Val Acc: 36.58%,  Val Auc:    0.0,  Time: 0:07:20 *
2020-05-25 02:55:24,279 Iter:   1900,  Train Loss:  1.55,  Train Acc: 37.50%,  Val Loss:  1.56,  Val Acc: 37.07%,  Val Auc:    0.0,  Time: 0:07:40 
2020-05-25 02:55:48,631 Iter:   2000,  Train Loss:  1.55,  Train Acc: 37.50%,  Val Loss:  1.54,  Val Acc: 37.73%,  Val Auc:    0.0,  Time: 0:08:05 *
2020-05-25 02:56:08,421 Iter:   2100,  Train Loss:  1.54,  Train Acc: 36.72%,  Val Loss:  1.54,  Val Acc: 37.70%,  Val Auc:    0.0,  Time: 0:08:24 
2020-05-25 02:56:32,248 Iter:   2200,  Train Loss:  1.51,  Train Acc: 42.97%,  Val Loss:  1.51,  Val Acc: 38.19%,  Val Auc:    0.0,  Time: 0:08:48 *
2020-05-25 02:56:53,029 Iter:   2300,  Train Loss:   1.6,  Train Acc: 35.94%,  Val Loss:  1.51,  Val Acc: 38.40%,  Val Auc:    0.0,  Time: 0:09:09 
2020-05-25 02:57:17,741 Iter:   2400,  Train Loss:  1.49,  Train Acc: 34.38%,  Val Loss:  1.51,  Val Acc: 38.58%,  Val Auc:    0.0,  Time: 0:09:34 *
2020-05-25 02:57:37,685 Iter:   2500,  Train Loss:  1.47,  Train Acc: 38.28%,  Val Loss:  1.51,  Val Acc: 38.48%,  Val Auc:    0.0,  Time: 0:09:54 
2020-05-25 02:57:57,286 Iter:   2600,  Train Loss:  1.45,  Train Acc: 39.84%,  Val Loss:  1.51,  Val Acc: 38.44%,  Val Auc:    0.0,  Time: 0:10:13 
2020-05-25 02:58:17,179 Iter:   2700,  Train Loss:  1.66,  Train Acc: 32.81%,  Val Loss:  1.54,  Val Acc: 38.68%,  Val Auc:    0.0,  Time: 0:10:33 
2020-05-25 02:58:36,920 Iter:   2800,  Train Loss:  1.63,  Train Acc: 32.81%,  Val Loss:  1.53,  Val Acc: 38.15%,  Val Auc:    0.0,  Time: 0:10:53 
2020-05-25 02:59:00,625 Iter:   2900,  Train Loss:  1.59,  Train Acc: 34.38%,  Val Loss:  1.48,  Val Acc: 39.28%,  Val Auc:    0.0,  Time: 0:11:17 *
2020-05-25 02:59:30,361 Iter:   3000,  Train Loss:  1.42,  Train Acc: 44.53%,  Val Loss:  1.49,  Val Acc: 38.59%,  Val Auc:    0.0,  Time: 0:11:46 
2020-05-25 02:59:53,896 Iter:   3100,  Train Loss:   1.6,  Train Acc: 34.38%,  Val Loss:  1.48,  Val Acc: 39.45%,  Val Auc:    0.0,  Time: 0:12:10 *
2020-05-25 03:00:13,772 Iter:   3200,  Train Loss:  1.52,  Train Acc: 36.72%,  Val Loss:  1.48,  Val Acc: 39.44%,  Val Auc:    0.0,  Time: 0:12:30 
2020-05-25 03:00:33,604 Iter:   3300,  Train Loss:  1.55,  Train Acc: 34.38%,  Val Loss:  1.49,  Val Acc: 39.80%,  Val Auc:    0.0,  Time: 0:12:50 
2020-05-25 03:00:53,456 Iter:   3400,  Train Loss:  1.47,  Train Acc: 43.75%,  Val Loss:  1.49,  Val Acc: 39.12%,  Val Auc:    0.0,  Time: 0:13:09 
2020-05-25 03:01:13,440 Iter:   3500,  Train Loss:  1.43,  Train Acc: 38.28%,  Val Loss:  1.51,  Val Acc: 38.61%,  Val Auc:    0.0,  Time: 0:13:29 
2020-05-25 03:01:37,474 Iter:   3600,  Train Loss:  1.56,  Train Acc: 42.19%,  Val Loss:  1.48,  Val Acc: 39.62%,  Val Auc:    0.0,  Time: 0:13:53 *
2020-05-25 03:02:01,535 Iter:   3700,  Train Loss:  1.46,  Train Acc: 33.59%,  Val Loss:  1.47,  Val Acc: 40.00%,  Val Auc:    0.0,  Time: 0:14:17 *
2020-05-25 03:02:21,213 Iter:   3800,  Train Loss:  1.54,  Train Acc: 35.16%,  Val Loss:  1.49,  Val Acc: 39.17%,  Val Auc:    0.0,  Time: 0:14:37 
2020-05-25 03:02:40,872 Iter:   3900,  Train Loss:  1.49,  Train Acc: 39.06%,  Val Loss:  1.48,  Val Acc: 39.63%,  Val Auc:    0.0,  Time: 0:14:57 
2020-05-25 03:03:03,912 Iter:   4000,  Train Loss:   1.4,  Train Acc: 35.94%,  Val Loss:  1.46,  Val Acc: 40.45%,  Val Auc:    0.0,  Time: 0:15:20 *
2020-05-25 03:03:27,567 Iter:   4100,  Train Loss:  1.51,  Train Acc: 38.28%,  Val Loss:  1.46,  Val Acc: 40.79%,  Val Auc:    0.0,  Time: 0:15:43 *
2020-05-25 03:03:50,923 Iter:   4200,  Train Loss:  1.49,  Train Acc: 46.09%,  Val Loss:  1.45,  Val Acc: 40.40%,  Val Auc:    0.0,  Time: 0:16:07 *
2020-05-25 03:04:11,783 Iter:   4300,  Train Loss:  1.64,  Train Acc: 35.16%,  Val Loss:  1.47,  Val Acc: 39.68%,  Val Auc:    0.0,  Time: 0:16:28 
2020-05-25 03:04:31,546 Iter:   4400,  Train Loss:  1.58,  Train Acc: 41.41%,  Val Loss:  1.47,  Val Acc: 40.01%,  Val Auc:    0.0,  Time: 0:16:47 
2020-05-25 03:04:54,879 Iter:   4500,  Train Loss:  1.62,  Train Acc: 36.72%,  Val Loss:  1.45,  Val Acc: 40.78%,  Val Auc:    0.0,  Time: 0:17:11 *
2020-05-25 03:05:18,083 Iter:   4600,  Train Loss:   1.4,  Train Acc: 35.94%,  Val Loss:  1.44,  Val Acc: 40.99%,  Val Auc:    0.0,  Time: 0:17:34 *
2020-05-25 03:05:38,063 Iter:   4700,  Train Loss:  1.48,  Train Acc: 40.62%,  Val Loss:  1.46,  Val Acc: 40.29%,  Val Auc:    0.0,  Time: 0:17:54 
2020-05-25 03:05:57,879 Iter:   4800,  Train Loss:  1.56,  Train Acc: 42.97%,  Val Loss:  1.45,  Val Acc: 40.81%,  Val Auc:    0.0,  Time: 0:18:14 
2020-05-25 03:06:18,058 Iter:   4900,  Train Loss:  1.34,  Train Acc: 38.28%,  Val Loss:  1.48,  Val Acc: 39.89%,  Val Auc:    0.0,  Time: 0:18:34 
2020-05-25 03:06:38,123 Iter:   5000,  Train Loss:  1.49,  Train Acc: 33.59%,  Val Loss:  1.45,  Val Acc: 40.82%,  Val Auc:    0.0,  Time: 0:18:54 
2020-05-25 03:06:57,879 Iter:   5100,  Train Loss:  1.42,  Train Acc: 37.50%,  Val Loss:  1.45,  Val Acc: 40.52%,  Val Auc:    0.0,  Time: 0:19:14 
2020-05-25 03:07:22,382 Iter:   5200,  Train Loss:  1.43,  Train Acc: 35.94%,  Val Loss:  1.44,  Val Acc: 41.40%,  Val Auc:    0.0,  Time: 0:19:38 *
2020-05-25 03:07:46,683 Iter:   5300,  Train Loss:  1.49,  Train Acc: 37.50%,  Val Loss:  1.43,  Val Acc: 41.39%,  Val Auc:    0.0,  Time: 0:20:03 *
2020-05-25 03:08:06,877 Iter:   5400,  Train Loss:  1.42,  Train Acc: 40.62%,  Val Loss:  1.44,  Val Acc: 41.43%,  Val Auc:    0.0,  Time: 0:20:23 
2020-05-25 03:08:35,057 Iter:   5500,  Train Loss:  1.41,  Train Acc: 46.09%,  Val Loss:  1.43,  Val Acc: 41.55%,  Val Auc:    0.0,  Time: 0:20:51 *
2020-05-25 03:08:59,051 Iter:   5600,  Train Loss:  1.39,  Train Acc: 41.41%,  Val Loss:  1.43,  Val Acc: 41.52%,  Val Auc:    0.0,  Time: 0:21:15 *
2020-05-25 03:09:18,905 Iter:   5700,  Train Loss:  1.29,  Train Acc: 51.56%,  Val Loss:  1.43,  Val Acc: 41.66%,  Val Auc:    0.0,  Time: 0:21:35 
2020-05-25 03:09:38,722 Iter:   5800,  Train Loss:  1.52,  Train Acc: 39.06%,  Val Loss:  1.43,  Val Acc: 41.05%,  Val Auc:    0.0,  Time: 0:21:55 
2020-05-25 03:09:58,550 Iter:   5900,  Train Loss:  1.37,  Train Acc: 43.75%,  Val Loss:  1.44,  Val Acc: 41.07%,  Val Auc:    0.0,  Time: 0:22:14 
2020-05-25 03:10:18,460 Iter:   6000,  Train Loss:  1.65,  Train Acc: 32.03%,  Val Loss:  1.43,  Val Acc: 41.33%,  Val Auc:    0.0,  Time: 0:22:34 
2020-05-25 03:10:42,216 Iter:   6100,  Train Loss:  1.35,  Train Acc: 47.66%,  Val Loss:  1.43,  Val Acc: 41.96%,  Val Auc:    0.0,  Time: 0:22:58 *
2020-05-25 03:11:02,245 Iter:   6200,  Train Loss:  1.51,  Train Acc: 41.41%,  Val Loss:  1.43,  Val Acc: 40.72%,  Val Auc:    0.0,  Time: 0:23:18 
2020-05-25 03:11:21,955 Iter:   6300,  Train Loss:  1.36,  Train Acc: 42.97%,  Val Loss:  1.43,  Val Acc: 42.16%,  Val Auc:    0.0,  Time: 0:23:38 
2020-05-25 03:11:24,578 Epoch [2/5]
2020-05-25 03:11:46,108 Iter:   6400,  Train Loss:  1.21,  Train Acc: 52.34%,  Val Loss:  1.41,  Val Acc: 42.45%,  Val Auc:    0.0,  Time: 0:24:02 *
2020-05-25 03:12:06,300 Iter:   6500,  Train Loss:  1.35,  Train Acc: 36.72%,  Val Loss:  1.44,  Val Acc: 41.53%,  Val Auc:    0.0,  Time: 0:24:22 
2020-05-25 03:12:26,328 Iter:   6600,  Train Loss:  1.33,  Train Acc: 42.97%,  Val Loss:  1.41,  Val Acc: 42.18%,  Val Auc:    0.0,  Time: 0:24:42 
2020-05-25 03:12:46,908 Iter:   6700,  Train Loss:  1.38,  Train Acc: 39.84%,  Val Loss:  1.44,  Val Acc: 41.55%,  Val Auc:    0.0,  Time: 0:25:03 
2020-05-25 03:13:06,815 Iter:   6800,  Train Loss:  1.31,  Train Acc: 45.31%,  Val Loss:  1.43,  Val Acc: 42.12%,  Val Auc:    0.0,  Time: 0:25:23 
2020-05-25 03:13:26,888 Iter:   6900,  Train Loss:  1.44,  Train Acc: 39.84%,  Val Loss:  1.43,  Val Acc: 41.99%,  Val Auc:    0.0,  Time: 0:25:43 
2020-05-25 03:13:46,723 Iter:   7000,  Train Loss:  1.41,  Train Acc: 42.97%,  Val Loss:  1.43,  Val Acc: 42.43%,  Val Auc:    0.0,  Time: 0:26:03 
2020-05-25 03:14:06,702 Iter:   7100,  Train Loss:  1.34,  Train Acc: 42.19%,  Val Loss:  1.43,  Val Acc: 40.80%,  Val Auc:    0.0,  Time: 0:26:23 
2020-05-25 03:14:26,610 Iter:   7200,  Train Loss:  1.43,  Train Acc: 39.84%,  Val Loss:  1.44,  Val Acc: 42.19%,  Val Auc:    0.0,  Time: 0:26:43 
2020-05-25 03:14:46,553 Iter:   7300,  Train Loss:  1.35,  Train Acc: 50.00%,  Val Loss:  1.42,  Val Acc: 42.74%,  Val Auc:    0.0,  Time: 0:27:02 
2020-05-25 03:15:06,364 Iter:   7400,  Train Loss:  1.41,  Train Acc: 35.94%,  Val Loss:  1.41,  Val Acc: 42.62%,  Val Auc:    0.0,  Time: 0:27:22 
2020-05-25 03:15:26,117 Iter:   7500,  Train Loss:  1.39,  Train Acc: 42.19%,  Val Loss:  1.42,  Val Acc: 42.90%,  Val Auc:    0.0,  Time: 0:27:42 
2020-05-25 03:15:50,111 Iter:   7600,  Train Loss:  1.32,  Train Acc: 46.88%,  Val Loss:  1.41,  Val Acc: 42.67%,  Val Auc:    0.0,  Time: 0:28:06 *
2020-05-25 03:16:10,058 Iter:   7700,  Train Loss:  1.45,  Train Acc: 50.78%,  Val Loss:  1.45,  Val Acc: 42.53%,  Val Auc:    0.0,  Time: 0:28:26 
2020-05-25 03:16:29,972 Iter:   7800,  Train Loss:  1.34,  Train Acc: 45.31%,  Val Loss:  1.41,  Val Acc: 43.01%,  Val Auc:    0.0,  Time: 0:28:46 
2020-05-25 03:16:53,819 Iter:   7900,  Train Loss:   1.5,  Train Acc: 39.84%,  Val Loss:  1.41,  Val Acc: 42.71%,  Val Auc:    0.0,  Time: 0:29:10 *
2020-05-25 03:17:14,409 Iter:   8000,  Train Loss:  1.29,  Train Acc: 42.19%,  Val Loss:  1.42,  Val Acc: 42.93%,  Val Auc:    0.0,  Time: 0:29:30 
2020-05-25 03:17:34,985 Iter:   8100,  Train Loss:  1.36,  Train Acc: 49.22%,  Val Loss:  1.41,  Val Acc: 42.64%,  Val Auc:    0.0,  Time: 0:29:51 
2020-05-25 03:17:55,520 Iter:   8200,  Train Loss:  1.41,  Train Acc: 44.53%,  Val Loss:  1.42,  Val Acc: 42.37%,  Val Auc:    0.0,  Time: 0:30:11 
2020-05-25 03:18:16,003 Iter:   8300,  Train Loss:  1.34,  Train Acc: 40.62%,  Val Loss:  1.41,  Val Acc: 42.66%,  Val Auc:    0.0,  Time: 0:30:32 
2020-05-25 03:18:35,725 Iter:   8400,  Train Loss:  1.35,  Train Acc: 45.31%,  Val Loss:  1.41,  Val Acc: 42.05%,  Val Auc:    0.0,  Time: 0:30:52 
2020-05-25 03:18:59,805 Iter:   8500,  Train Loss:  1.26,  Train Acc: 48.44%,  Val Loss:   1.4,  Val Acc: 42.89%,  Val Auc:    0.0,  Time: 0:31:16 *
2020-05-25 03:19:19,815 Iter:   8600,  Train Loss:   1.4,  Train Acc: 41.41%,  Val Loss:  1.44,  Val Acc: 41.60%,  Val Auc:    0.0,  Time: 0:31:36 
2020-05-25 03:19:39,806 Iter:   8700,  Train Loss:  1.37,  Train Acc: 41.41%,  Val Loss:  1.41,  Val Acc: 42.97%,  Val Auc:    0.0,  Time: 0:31:56 
2020-05-25 03:19:59,348 Iter:   8800,  Train Loss:  1.43,  Train Acc: 42.19%,  Val Loss:   1.4,  Val Acc: 42.86%,  Val Auc:    0.0,  Time: 0:32:15 
2020-05-25 03:20:18,919 Iter:   8900,  Train Loss:  1.17,  Train Acc: 50.78%,  Val Loss:  1.42,  Val Acc: 43.07%,  Val Auc:    0.0,  Time: 0:32:35 
2020-05-25 03:20:42,624 Iter:   9000,  Train Loss:  1.42,  Train Acc: 41.41%,  Val Loss:  1.39,  Val Acc: 43.36%,  Val Auc:    0.0,  Time: 0:32:59 *
2020-05-25 03:21:02,880 Iter:   9100,  Train Loss:  1.22,  Train Acc: 46.09%,  Val Loss:  1.41,  Val Acc: 43.05%,  Val Auc:    0.0,  Time: 0:33:19 
2020-05-25 03:21:23,609 Iter:   9200,  Train Loss:  1.31,  Train Acc: 46.09%,  Val Loss:  1.41,  Val Acc: 43.20%,  Val Auc:    0.0,  Time: 0:33:40 
2020-05-25 03:21:43,737 Iter:   9300,  Train Loss:  1.49,  Train Acc: 32.81%,  Val Loss:   1.4,  Val Acc: 43.34%,  Val Auc:    0.0,  Time: 0:34:00 
2020-05-25 03:22:03,894 Iter:   9400,  Train Loss:  1.18,  Train Acc: 50.78%,  Val Loss:   1.4,  Val Acc: 43.26%,  Val Auc:    0.0,  Time: 0:34:20 
2020-05-25 03:22:28,222 Iter:   9500,  Train Loss:   1.3,  Train Acc: 46.88%,  Val Loss:  1.39,  Val Acc: 43.36%,  Val Auc:    0.0,  Time: 0:34:44 *
2020-05-25 03:22:48,567 Iter:   9600,  Train Loss:   1.2,  Train Acc: 53.91%,  Val Loss:   1.4,  Val Acc: 43.13%,  Val Auc:    0.0,  Time: 0:35:04 
2020-05-25 03:23:08,181 Iter:   9700,  Train Loss:  1.45,  Train Acc: 40.62%,  Val Loss:  1.39,  Val Acc: 43.05%,  Val Auc:    0.0,  Time: 0:35:24 
2020-05-25 03:23:28,064 Iter:   9800,  Train Loss:   1.4,  Train Acc: 45.31%,  Val Loss:   1.4,  Val Acc: 43.53%,  Val Auc:    0.0,  Time: 0:35:44 
2020-05-25 03:23:48,287 Iter:   9900,  Train Loss:  1.29,  Train Acc: 42.97%,  Val Loss:   1.4,  Val Acc: 43.12%,  Val Auc:    0.0,  Time: 0:36:04 
2020-05-25 03:24:08,289 Iter:  10000,  Train Loss:  1.38,  Train Acc: 42.19%,  Val Loss:  1.39,  Val Acc: 43.06%,  Val Auc:    0.0,  Time: 0:36:24 
2020-05-25 03:24:28,110 Iter:  10100,  Train Loss:  1.25,  Train Acc: 46.88%,  Val Loss:   1.4,  Val Acc: 42.98%,  Val Auc:    0.0,  Time: 0:36:44 
2020-05-25 03:24:47,752 Iter:  10200,  Train Loss:  1.32,  Train Acc: 48.44%,  Val Loss:   1.4,  Val Acc: 43.09%,  Val Auc:    0.0,  Time: 0:37:04 
2020-05-25 03:25:07,466 Iter:  10300,  Train Loss:  1.37,  Train Acc: 46.09%,  Val Loss:   1.4,  Val Acc: 43.12%,  Val Auc:    0.0,  Time: 0:37:23 
2020-05-25 03:25:27,154 Iter:  10400,  Train Loss:  1.37,  Train Acc: 43.75%,  Val Loss:   1.4,  Val Acc: 43.23%,  Val Auc:    0.0,  Time: 0:37:43 
2020-05-25 03:25:47,486 Iter:  10500,  Train Loss:  1.35,  Train Acc: 39.06%,  Val Loss:  1.39,  Val Acc: 43.07%,  Val Auc:    0.0,  Time: 0:38:03 
2020-05-25 03:26:07,453 Iter:  10600,  Train Loss:  1.37,  Train Acc: 50.00%,  Val Loss:   1.4,  Val Acc: 43.01%,  Val Auc:    0.0,  Time: 0:38:23 
2020-05-25 03:26:27,426 Iter:  10700,  Train Loss:  1.28,  Train Acc: 41.41%,  Val Loss:   1.4,  Val Acc: 42.72%,  Val Auc:    0.0,  Time: 0:38:43 
2020-05-25 03:26:56,351 Iter:  10800,  Train Loss:  1.39,  Train Acc: 39.06%,  Val Loss:  1.39,  Val Acc: 43.49%,  Val Auc:    0.0,  Time: 0:39:12 *
2020-05-25 03:27:16,267 Iter:  10900,  Train Loss:  1.27,  Train Acc: 46.09%,  Val Loss:  1.39,  Val Acc: 43.26%,  Val Auc:    0.0,  Time: 0:39:32 
2020-05-25 03:27:39,501 Iter:  11000,  Train Loss:  1.35,  Train Acc: 40.62%,  Val Loss:  1.38,  Val Acc: 43.59%,  Val Auc:    0.0,  Time: 0:39:55 *
2020-05-25 03:27:59,420 Iter:  11100,  Train Loss:  1.31,  Train Acc: 42.97%,  Val Loss:  1.38,  Val Acc: 43.59%,  Val Auc:    0.0,  Time: 0:40:15 
2020-05-25 03:28:19,248 Iter:  11200,  Train Loss:  1.42,  Train Acc: 45.31%,  Val Loss:  1.38,  Val Acc: 43.67%,  Val Auc:    0.0,  Time: 0:40:35 
2020-05-25 03:28:39,126 Iter:  11300,  Train Loss:  1.26,  Train Acc: 50.00%,  Val Loss:  1.42,  Val Acc: 43.01%,  Val Auc:    0.0,  Time: 0:40:55 
2020-05-25 03:28:58,688 Iter:  11400,  Train Loss:  1.39,  Train Acc: 46.09%,  Val Loss:  1.38,  Val Acc: 43.72%,  Val Auc:    0.0,  Time: 0:41:15 
2020-05-25 03:29:18,220 Iter:  11500,  Train Loss:   1.2,  Train Acc: 50.00%,  Val Loss:  1.39,  Val Acc: 43.35%,  Val Auc:    0.0,  Time: 0:41:34 
2020-05-25 03:29:37,913 Iter:  11600,  Train Loss:  1.32,  Train Acc: 45.31%,  Val Loss:   1.4,  Val Acc: 43.23%,  Val Auc:    0.0,  Time: 0:41:54 
2020-05-25 03:29:57,635 Iter:  11700,  Train Loss:  1.25,  Train Acc: 46.09%,  Val Loss:  1.38,  Val Acc: 43.46%,  Val Auc:    0.0,  Time: 0:42:14 
2020-05-25 03:30:18,309 Iter:  11800,  Train Loss:  1.29,  Train Acc: 43.75%,  Val Loss:  1.39,  Val Acc: 43.95%,  Val Auc:    0.0,  Time: 0:42:34 
2020-05-25 03:30:38,390 Iter:  11900,  Train Loss:  1.39,  Train Acc: 40.62%,  Val Loss:  1.38,  Val Acc: 43.92%,  Val Auc:    0.0,  Time: 0:42:54 
2020-05-25 03:30:58,744 Iter:  12000,  Train Loss:  1.35,  Train Acc: 39.06%,  Val Loss:  1.38,  Val Acc: 43.84%,  Val Auc:    0.0,  Time: 0:43:15 
2020-05-25 03:31:18,589 Iter:  12100,  Train Loss:   1.4,  Train Acc: 39.06%,  Val Loss:  1.39,  Val Acc: 43.82%,  Val Auc:    0.0,  Time: 0:43:34 
2020-05-25 03:31:38,646 Iter:  12200,  Train Loss:  1.41,  Train Acc: 38.28%,  Val Loss:  1.39,  Val Acc: 43.42%,  Val Auc:    0.0,  Time: 0:43:55 
2020-05-25 03:32:03,405 Iter:  12300,  Train Loss:  1.26,  Train Acc: 47.66%,  Val Loss:  1.37,  Val Acc: 43.76%,  Val Auc:    0.0,  Time: 0:44:19 *
2020-05-25 03:32:23,818 Iter:  12400,  Train Loss:   1.4,  Train Acc: 42.97%,  Val Loss:  1.38,  Val Acc: 43.53%,  Val Auc:    0.0,  Time: 0:44:40 
2020-05-25 03:32:43,558 Iter:  12500,  Train Loss:  1.42,  Train Acc: 34.38%,  Val Loss:  1.39,  Val Acc: 43.54%,  Val Auc:    0.0,  Time: 0:44:59 
2020-05-25 03:33:03,605 Iter:  12600,  Train Loss:  1.29,  Train Acc: 42.97%,  Val Loss:  1.39,  Val Acc: 43.25%,  Val Auc:    0.0,  Time: 0:45:20 
2020-05-25 03:33:07,924 Epoch [3/5]
